Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,New_Volume(L),Material Name,Points
9/1/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,2380,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2380
2/11/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,1904,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",1904
17/3/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,3640,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3640
4/7/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,145577,13636,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",27272
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,145575,3864,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",3864
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143877,8456,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8456
9/1/2023,A,ERW_AMBP2020110101,Retails,Nonthaburi,143628,9268,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",9268
22/9/2023,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143160,9100,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18200
8/6/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,143877,10528,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10528
21/8/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,145577,11592,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",23184
27/1/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,143628,10108,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",10108
10/10/2023,A,ERW_AMBP2020110259,Retails,Udon Thani,145577,13664,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",27328
22/6/2023,A,ERW_AMBP2020110286,Retails,Bangkok,143629,11844,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",23688
18/8/2023,A,ERW_AMBP2020110298,Retails,Bangkok,145577,10136,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",20272
27/4/2023,A,ERW_AMBP2020110298,Retails,Bangkok,143877,9464,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9464
23/6/2023,A,ERW_AMBP2020110298,Retails,Bangkok,145577,5600,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",11200
8/5/2023,A,ERW_AMBP2020110312,Retails,Nakhon Ratchasima,145472,9996,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",19992
8/8/2023,A,ERW_AMBP2020110365,Retails,Chachoengsao,145577,12796,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25592
15/5/2023,A,ERW_AMBP2020110379,Retails,Bangkok,145577,12488,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24976
11/8/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,7000,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7000
27/3/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,3976,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3976
27/3/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145474,9408,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",18816
20/12/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145577,532,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",1064
21/9/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143160,13244,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",26488
21/9/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,13412,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13412
17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,5348,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5348
9/5/2023,A,ERW_AMBP2020110385,Retails,Bangkok,145575,13468,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",13468
17/3/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,7560,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",15120
4/8/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,4536,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",9072
1/11/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,10780,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",21560
23/5/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,7812,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",15624
10/1/2023,A,ERW_AMBP2020110412,Retails,Rayong,143629,11200,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",22400
14/12/2023,A,ERW_AMBP2020110418,Retails,Buri Ram,145575,2576,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",2576
21/9/2023,A,ERW_AMBP2020110434,Retails,Nonthaburi,143160,2884,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",5768
26/9/2023,A,ERW_AMBP2020110478,Retails,Saraburi,143160,5516,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",11032
23/12/2023,A,ERW_AMBP2020110516,Retails,Chon Buri,143877,13440,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",13440
8/5/2023,A,ERW_AMBP2020110522,Retails,Chon Buri,145474,3948,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",7896
12/7/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,145577,1540,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3080
12/7/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,145575,1456,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",1456
8/11/2023,A,ERW_AMBP2020110656,Retails,Yasothon,145575,1484,"Mobil Super Everyday Protection Turbospeed 15W-40, 4x7L.",1484
17/11/2023,A,ERW_AMBP2020110747,Retails,Nakhon Ratchasima,143877,2436,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",2436
29/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145474,6944,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",13888
16/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145472,9268,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",18536
29/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145577,1848,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3696
13/1/2023,A,ERW_AMBP2020110768,Retails,Rayong,142931,6496,"Mobil Delvac MX 15W-40, 4X6+1L.",12992
7/12/2023,A,ERW_AMBP2020110768,Retails,Rayong,145474,5180,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",10360
7/12/2023,A,ERW_AOCH2023050001,Retails,Surin,143877,7392,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7392
11/12/2023,A,ERW_ATEB2024010001,Retails,Chaiyaphum,145577,6412,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",12824
15/2/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143628,7448,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",7448
17/1/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143629,1400,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",2800
16/1/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,143628,644,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",644
25/9/2023,A,ERW_AYRE2021100001,Retails,Trat,145472,6160,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",12320
23/6/2023,C,ERW_C08P2020090008,Retails,Kamphaeng Phet,145472,1204,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",2408
23/9/2023,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,143877,12404,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",12404
4/5/2023,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,143877,3528,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",3528
16/2/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143877,7476,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7476
22/3/2023,C,ERW_C08P2020090024,Retails,Kamphaeng Phet,143160,4172,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",8344
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145472,4592,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",9184
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145497,11004,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22008
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145577,1988,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",3976
11/1/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,143160,4060,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",8120
7/4/2023,C,ERW_C08P2020090029,Retails,Kamphaeng Phet,143628,8456,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",8456
17/3/2023,C,ERW_C08P2020090033,Retails,Tak,142931,952,"Mobil Delvac MX 15W-40, 4X6+1L.",1904
18/3/2023,C,ERW_C08P2020090038,Retails,Tak,143160,84,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",168
19/9/2023,C,ERW_C08P2020090038,Retails,Tak,145577,12488,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24976
30/11/2023,C,ERW_C08P2020090043,Retails,Tak,145472,4732,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",9464
30/8/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,145474,1204,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2408
11/12/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,145474,12712,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",25424
20/4/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,5908,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5908
30/1/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,8792,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8792
2/9/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,7784,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7784
14/11/2023,C,ERW_C08P2020090055,Retails,Nakhon Sawan,145472,13412,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",26824
25/10/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,13524,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",27048
21/12/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,11536,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",23072
30/8/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,11872,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",23744
11/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,8064,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",16128
11/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,3752,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",7504
2/3/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,8036,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",16072
24/11/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,2128,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",4256
18/1/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143160,6188,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",12376
18/1/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,142931,12068,"Mobil Delvac MX 15W-40, 4X6+1L.",24136
5/10/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,12404,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",24808
27/9/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,9436,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",18872
10/8/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,4284,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",8568
15/7/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,5376,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",10752
15/7/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,2800,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",5600
8/6/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,1876,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",3752
23/5/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,1344,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2688
21/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,142931,5880,"Mobil Delvac MX 15W-40, 4X6+1L.",11760
18/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,9184,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",18368
23/5/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,10864,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",21728
11/4/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,11648,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",23296
26/9/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,8344,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16688
6/5/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143629,11368,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",22736
9/1/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143160,3444,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",6888
27/1/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143629,1764,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",3528
6/4/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,143629,12992,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",25984
25/11/2023,C,ERW_C08P2020090076,Retails,Phitsanulok,145497,3752,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",7504
4/7/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145474,4592,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",9184
4/7/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145577,9996,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",19992
4/5/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145474,3024,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",6048
7/2/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,142931,3556,"Mobil Delvac MX 15W-40, 4X6+1L.",7112
26/6/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,145577,1148,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",2296
29/4/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,143629,5992,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",11984
16/3/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,143629,6356,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",12712
13/9/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,145474,2156,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4312
20/10/2023,C,ERW_C08P2020090093,Retails,Phetchabun,145472,10444,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",20888
5/4/2023,C,ERW_C08P2020090094,Retails,Phetchabun,145474,4648,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",9296
18/2/2023,C,ERW_C08P2020090094,Retails,Phetchabun,142931,8932,"Mobil Delvac MX 15W-40, 4X6+1L.",17864
26/5/2023,C,ERW_C08P2020090098,Retails,Phetchabun,145474,13216,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",26432
18/11/2023,C,ERW_C08P2020090098,Retails,Phetchabun,145474,1232,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2464
30/11/2023,C,ERW_C08P2020090108,Retails,Sukhothai,145472,10724,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",21448
16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,143160,6552,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",13104
16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,142931,9548,"Mobil Delvac MX 15W-40, 4X6+1L.",19096
23/10/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,1148,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",2296
17/11/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,6636,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",13272
3/11/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,2576,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",5152
7/3/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,4228,"Mobil Delvac MX 15W-40, 4X6+1L.",8456
4/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,4340,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",8680
31/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,1960,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",3920
5/7/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,3836,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",7672
15/8/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,4228,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",8456
6/10/2023,C,ERW_C08P2020090120,Retails,Uttaradit,145474,308,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",616
17/11/2023,C,ERW_C08P2020090121,Retails,Uttaradit,145474,2380,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4760
20/11/2023,C,ERW_C08P2020090125,Retails,Phrae,145497,3612,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",7224
19/12/2023,C,ERW_C08P2020090127,Reseller,Phrae,145472,1792,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",3584
16/3/2023,C,ERW_C08P2020090135,Retails,Lampang,144373,5488,"Mobil Delvac MX 10W-30, 4X6+1L.",10976
10/1/2023,C,ERW_C08P2020090137,Retails,Lamphun,143628,5908,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",5908
26/6/2023,C,ERW_C08P2020090137,Retails,Lamphun,143628,4704,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",4704
4/8/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,143877,10808,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",10808
21/11/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145577,12544,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",25088
14/7/2023,C,ERW_C08P2020090158,Retails,Chiang Rai,145577,8008,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",16016
14/12/2023,C,ERW_C08P2020090164,Retails,Chiang Rai,143877,6916,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6916
7/2/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,142931,4620,"Mobil Delvac MX 15W-40, 4X6+1L.",9240
20/6/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,145474,2380,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4760
7/2/2023,C,ERW_C08P2020090172,Retails,Chiang Rai,142931,5320,"Mobil Delvac MX 15W-40, 4X6+1L.",10640
18/2/2023,C,ERW_C08P2020090172,Retails,Chiang Rai,144373,532,"Mobil Delvac MX 10W-30, 4X6+1L.",1064
9/11/2023,C,ERW_C08P2020090175,Retails,Chiang Rai,143877,8848,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",8848
8/6/2023,C,ERW_C08P2020090188,Retails,Phetchabun,145474,13832,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",27664
21/3/2023,C,ERW_C08P2020090197,Retails,Chon Buri,143160,11004,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",22008
30/9/2023,C,ERW_C08P2020090200,Retails,Lampang,145472,6216,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",12432
24/11/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,12096,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",24192
29/9/2023,C,ERW_C08P2020090206,Retails,Phetchabun,145474,7616,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",15232
7/7/2023,C,ERW_C08P2020090211,Retails,Phetchabun,145474,13720,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",27440
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,145472,4368,"Mobil Delvac Modern 10W-30 Super Defense, [V2] 4X6L.",8736
24/3/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,142931,8652,"Mobil Delvac MX 15W-40, 4X6+1L.",17304
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,143628,8232,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",8232
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,145474,8120,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16240
25/2/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,142931,1764,"Mobil Delvac MX 15W-40, 4X6+1L.",3528
24/11/2023,C,ERW_C4M12022030001,Retails,Phrae,145497,6384,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12768
13/10/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145577,6636,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13272
30/8/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,143877,6104,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6104
6/5/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,143629,2324,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",4648
18/11/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145474,12376,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",24752
5/8/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145474,11760,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",23520
9/1/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143628,2464,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",2464
14/9/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143628,6384,"Mobil Super 1000 Turbo Speed 15W-40, 4X7L.",6384
15/9/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143877,6972,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",6972
5/8/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,11480,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",22960
5/6/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,11900,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",23800
5/5/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,6412,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12824
29/5/2023,C,ERW_CET92022080001,Retails,Uttaradit,145497,5432,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",10864
7/2/2023,C,ERW_CGSL2021070001,Retails,Phayao,143629,7728,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",15456
26/12/2023,C,ERW_CPCI2022060002,Retails,Chiang Mai,145474,9688,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",19376
6/4/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145474,11480,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22960
18/5/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145497,6160,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",12320
30/3/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,142931,7420,"Mobil Delvac MX 15W-40, 4X6+1L.",14840
28/3/2023,C,ERW_C08P2020090116,Retails,Sukhothai,143877,5824,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",5824
5/6/2023,C,ERW_C08P2020090116,Retails,Sukhothai,145577,11928,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",23856
4/11/2023,C,ERW_CXVX2023040002,Retails,Kamphaeng Phet,143877,9128,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9128
25/5/2023,C,ERW_CXVX2023040002,Retails,Kamphaeng Phet,143877,9100,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",9100
31/3/2023,C,ERW_CXVX2023040002,Retails,Kamphaeng Phet,143877,7504,"Mobil Super All-In-One Protection Turbospeed 5W-30, 4X7L.",7504
13/11/2023,C,ERW_C08P2020090044,Retails,Tak,145577,6524,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",13048
18/4/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,142931,1008,"Mobil Delvac MX 15W-40, 4X6+1L.",2016
15/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,8064,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",16128
15/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143629,6384,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",12768
31/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,143629,10724,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",21448
31/5/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,2044,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4088
17/10/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,12040,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",24080
27/10/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,11368,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",22736
3/10/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145474,7224,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",14448
2/10/2023,B,ERW_B4IR2021010005,Retails,Suphan Buri,145577,11396,"Mobil Super Friction Fighter Turbospeed  10W-30, 4x7L.",22792
27/5/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,143629,8904,"Mobil Super 2000 Turbo Speed 10W-30, 4X7L.",17808
27/5/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,145497,5656,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",11312
28/10/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,145474,2324,"Mobil Delvac Modern 15W-40 Super Defense, 4X7L.",4648
28/10/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,145497,1344,"Mobil Delvac Legend CH-4 15W-40 Heavy Duty, 4X7L.",2688
23/3/2023,B,ERW_B5CM2020120001,Retails,Samut Sakhon,141539,9128,"Mobil Delvac Super 1400 15W‐40, 4X6+1L.",18256
