OwnerId,Postcode,Province,District ,Distributor
EXL_1582723964034,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1659204981314,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1571405406438,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1592653287874,,ราชบุรี,เขต,B
EXL_1572967027918,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1570633234932,57170,เชียงราย,เขตเวียงป่าเป้า,C
EXL_1581081216478,50220,เชียงใหม่,เขตดอยสะเก็ด,C
EXL_1659278992089,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1571763404967,62000,กำแพงเพชร,เขตเมืองกำแพงเพชร,C
EXL_1596708461792,20150,ชลบุรี,เขตบางละมุง,A
EXL_1614094105659,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1665930029109,15000,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1695217765278,51140,ลำพูน,เขตแม่ทา,C
EXL_1577461710729,15160,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1579084070590,20170,ชลบุรี,เขตบ้านบึง,A
EXL_1571921058795,15150,ลพบุรี,เขตท่าวุ้ง,A
EXL_1571934477132,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1584630284643,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1598536977805,12000,ปทุมธานี,เขตเมืองปทุมธานี,A
EXL_1585661813942,62210,กำแพงเพชร,เขตบึงสามัคคี,C
EXL_1618843299997,77110,ประจวบคีรีขันธ์,เขตหัวหิน,B
EXL_1616508757790,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1584024018323,12150,ปทุมธานี,เขตลำลูกกา,A
EXL_1580388196742,32180,สุรินทร์,เขตจอมพระ,A
EXL_1579183134612,23150,ตราด,เขตเขาสมิง,A
EXL_1590241398077,55120,น่าน,เขตปัว,C
EXL_1578909083922,65000,พิษณุโลก,เขตเมืองพิษณุโลก,C
EXL_1595692176704,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1571146685547,11140,นนทบุรี,เขตบางบัวทอง,A
EXL_1574256936966,24110,ฉะเชิงเทรา,เขตบางคล้า,A
EXL_1640170739587,54140,แพร่,เขตร้องกวาง,C
EXL_1594990854487,16000,สิงห์บุรี,เขตเมืองสิงห์บุรี,A
EXL_1573913950250,33120,ศรีสะเกษ,เขตโพธิ์ศรีสุวรรณ,A
EXL_1583226374751,10130,สมุทรปราการ,เขตพระประแดง,A
EXL_1573211174779,49000,มุกดาหาร,เขตเมืองมุกดาหาร,A
EXL_1574950046950,64000,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1583857169098,54000,แพร่,เขตเมืองแพร่,C
EXL_1597671510035,10260,กรุงเทพมหานคร,เขตบางนา,A
EXL_1570617252559,73110,นครปฐม,เขตสามพราน,B
EXL_1572084716702,64000,สุโขทัย,เขตเมืองสุโขทัย,C
EXL_1678374710414,71110,กาญจนบุรี,เขตท่าม่วง,B
EXL_1637250039404,44110,มหาสารคาม,เขตพยัคฆภูมิพิสัย,A
EXL_1594984170442,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1584116945512,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1581241728494,32000,สุรินทร์,เขตเมืองสุรินทร์,A
EXL_1571235099769,66000,พิจิตร,เขตเมืองพิจิตร,C
EXL_1577266816877,22150,จันทบุรี,เขตมะขาม,A
EXL_1580900823030,84160,สุราษฎร์ธานี,เขตกาญจนดิษฐ์,D
EXL_1592919513817,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1573474098497,36220,นครราชสีมา,เขตด่านขุนทด,A
EXL_1578405581612,10510,กรุงเทพมหานคร,เขตคลองสามวา,A
EXL_1578144063452,13210,พระนครศรีอยุธยา,เขตบางปะอิน,A
EXL_1579187372039,20110,ชลบุรี,เขตศรีราชา,A
EXL_1689849385301,70000,ราชบุรี,เขตเมืองราชบุรี,B
EXL_1573484827151,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1580467681515,21130,ระยอง,เขตบ้านฉาง,A
EXL_1570113398007,50000,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1573738930985,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1602326695754,50120,เชียงใหม่,เขตสันป่าตอง,C
EXL_1572100963741,21140,ระยอง,เขตปลวกแดง,A
EXL_1573496181591,10100,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,A
EXL_1572090523944,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1579191412686,17130,ชัยนาท,เขตหันคา,A
EXL_1601916921505,41130,อุดรธานี,เขตหนองหาน,A
EXL_1582982589690,12110,ปทุมธานี,เขตธัญบุรี,A
EXL_1658598840281,75120,สมุทรสงคราม,เขตบางคนที,B
EXL_1636304906426,24000,ฉะเชิงเทรา,เขตเมืองฉะเชิงเทรา,A
EXL_1583337929582,20160,ชลบุรี,เขตพานทอง,A
EXL_1570897062286,57270,เชียงราย,เขตแม่จัน,C
EXL_1573573720907,10220,กรุงเทพมหานคร,เขตบางเขน,A
EXL_1594742277834,20170,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1594916347924,21130,ระยอง,เขตบ้านฉาง,A
EXL_1574776637036,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1572001982898,11140,นนทบุรี,เขตบางใหญ่,A
EXL_1622631115189,50210,เชียงใหม่,เขตสันทราย,C
EXL_1591098259808,92130,ตรัง,เขตห้วยยอด,D
EXL_1573739016133,11000,นนทบุรี,เขต,A
EXL_1636725016153,24000,ฉะเชิงเทรา,เขตเมืองฉะเชิงเทรา,A
EXL_1574179629268,24180,ฉะเชิงเทรา,เขตบางปะกง,A
EXL_1574331982900,16000,สิงห์บุรี,เขตเมืองสิงห์บุรี,A
EXL_1608540243807,84190,สุราษฎร์ธานี,เขตเวียงสระ,D
EXL_1579177841569,18110,สระบุรี,เขตแก่งคอย,A
EXL_1651319567342,60000,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1612277167547,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1648633276377,20110,ชลบุรี,เขตศรีราชา,A
EXL_1676650109746,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1603290392334,81120,กระบี่,เขตลำทับ,D
EXL_1682607460842,73140,นครปฐม,เขตกำแพงแสน,B
EXL_1579189095878,57000,เชียงราย,เขตเมืองเชียงราย,C
EXL_1631353835393,66000,พิจิตร,เขตเมืองพิจิตร,C
EXL_1580731877241,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1572967356120,10160,กรุงเทพมหานคร,เขตบางแค,B
EXL_1571234580641,90000,สงขลา,เขตเมืองสงขลา,D
EXL_1623427822741,21000,ระยอง,เขตเมืองระยอง,A
EXL_1580485884792,42220,เลย,เขตเอราวัณ,A
EXL_1583415906952,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1586614454739,15150,ลพบุรี,เขตท่าวุ้ง,A
EXL_1576148586182,10510,กรุงเทพมหานคร,เขตคลองสามวา,A
EXL_1593702413402,21120,ระยอง,เขตบ้านค่าย,A
EXL_1582903189692,16000,สิงห์บุรี,เขตเมืองสิงห์บุรี,A
EXL_1586600965988,15000,ลพบุรี,เขตเมืองลพบุรี,A
EXL_1641996387551,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1652798834260,,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1701941308532,,กำแพงเพชร,เขตเมืองกำแพงเพชร,C
EXL_1603201499106,67160,เพชรบูรณ์,เขตบึงสามพัน,C
EXL_1580899594171,93000,พัทลุง,เขตเมืองพัทลุง,D
EXL_1579249997231,23000,ตราด,เขตเมืองตราด,A
EXL_1648910864130,57340,เชียงราย,เขตขุนตาล,C
EXL_1573213047329,10800,กรุงเทพมหานคร,เขตบางซื่อ,A
EXL_1570620581610,10220,กรุงเทพมหานคร,เขตสายไหม,A
EXL_1613052552089,55110,น่าน,เขตเวียงสา,C
EXL_1600694568945,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1581069710187,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1583931111443,32180,สุรินทร์,เขตจอมพระ,A
EXL_1701867981062,92130,ตรัง,เขตห้วยยอด,D
EXL_1692790754912,50280,เชียงใหม่,เขตแม่อาย,C
EXL_1595237630985,63160,ตาก,เขตพบพระ,C
EXL_1579780371499,21150,ระยอง,เขตเมืองระยอง,A
EXL_1575906113331,21140,ระยอง,เขตศรีราชา,A
EXL_1572351230100,38220,บึงกาฬ,เขตเซกา,A
EXL_1621723910765,76120,เพชรบุรี,เขตชะอำ,B
EXL_1582817358928,50340,เชียงใหม่,เขตหางดง,C
EXL_1580908161397,10140,กรุงเทพมหานคร,เขตทุ่งครุ,A
EXL_1666956825144,60000,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1700827204353,50260,เชียงใหม่,เขตดอยเต่า,C
EXL_1572349836949,10540,สมุทรปราการ,เขตบางเสาธง,A
EXL_1582197109147,90000,สงขลา,เขตเมืองสงขลา,D
EXL_1572878469704,20150,ชลบุรี,เขตบางละมุง,A
EXL_1611755052871,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1607608262951,52130,ลำปาง,เขตเกาะคา,C
EXL_1582284868408,70130,ราชบุรี,เขตดำเนินสะดวก,B
EXL_1570543869033,70000,ราชบุรี,เขตเมืองราชบุรี,B
EXL_1573129879659,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1685104770301,66190,พิจิตร,เขตโพธิ์ประทับช้าง,C
EXL_1647618847776,,เชียงราย,เขตเวียงชัย,C
EXL_1582813682352,20230,ชลบุรี,เขตศรีราชา,A
EXL_1587127667309,12150,ปทุมธานี,เขตลำลูกกา,A
EXL_1618241439878,20240,ชลบุรี,เขตเกาะจันทร์,A
EXL_1584961967479,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1658573530580,60000,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1617367668886,10310,กรุงเทพมหานคร,เขตวังทองหลาง,A
EXL_1582645129327,50240,เชียงใหม่,เขตฮอด,C
EXL_1614957129475,66000,พิจิตร,เขตเมืองพิจิตร,C
EXL_1617808488243,52150,ลำปาง,เขตแม่ทะ,C
EXL_1581696407007,12170,ปทุมธานี,เขตหนองเสือ,A
EXL_1583845421433,10510,กรุงเทพมหานคร,เขตหนองจอก,A
EXL_1651918361568,50160,เชียงใหม่,เขตจอมทอง,C
EXL_1571057351768,74000,สมุทรสาคร,เขตเมืองสมุทรสาคร,B
EXL_1573659811233,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1583166548435,50140,เชียงใหม่,เขตสารภี,C
EXL_1571994547920,20180,ชลบุรี,เขตสัตหีบ,A
EXL_1580818066834,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1677855393564,83000,พังงา,เขตเมืองภูเก็ต,D
EXL_1680773367869,73130,นครปฐม,เขตบางเลน,B
EXL_1574511386640,57140,เชียงราย,เขตเชียงของ,C
EXL_1573732362789,10150,กรุงเทพมหานคร,เขตบางขุนเทียน,A
EXL_1571500159979,10120,กรุงเทพมหานคร,เขตยานนาวา,A
EXL_1571927661589,20140,ชลบุรี,เขต,A
EXL_1578044255222,10260,กรุงเทพมหานคร,เขตบางนา,A
EXL_1596798348731,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1613135048277,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1596562192167,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1576148633232,24140,ฉะเชิงเทรา,เขตบ้านโพธิ์,A
EXL_1645822094773,65000,พิษณุโลก,เขตเมืองพิษณุโลก,C
EXL_1571226263866,90110,สงขลา,เขตหาดใหญ่,D
EXL_1584018936147,35170,ยโสธร,เขตทรายมูล,A
EXL_1571233738874,21110,ระยอง,เขตแกลง,A
EXL_1570723667357,77000,ประจวบคีรีขันธ์,เขตเมืองประจวบคีรีขันธ์,B
EXL_1584529672029,,เชียงใหม่,เขตไชยปราการ,C
EXL_1614445052771,21140,ระยอง,เขตปลวกแดง,A
EXL_1703840783686,60180,นครสวรรค์,เขตบรรพตพิสัย,C
EXL_1657200128596,,สุรินทร์,เขตกาบเชิง,A
EXL_1571651107317,50110,เชียงใหม่,เขตฝาง,C
EXL_1582808864187,10240,กรุงเทพมหานคร,เขตสะพานสูง,A
EXL_1699438966237,84210,สุราษฎร์ธานี,เขตพระแสง,D
EXL_1587135815188,10160,กรุงเทพมหานคร,เขตหนองแขม,B
EXL_1658232982620,44000,มหาสารคาม,เขต,A
EXL_1620391266546,21140,ระยอง,เขตศรีราชา,A
EXL_1652376279087,63110,ตาก,เขตแม่สอด,C
EXL_1609095062411,11120,นนทบุรี,เขตบางบัวทอง,A
EXL_1593098329690,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1573638813898,20230,ชลบุรี,เขตศรีราชา,A
EXL_1584194157473,39140,หนองบัวลำภู,เขตโนนสัง,A
EXL_1580994095342,86170,ชุมพร,เขตละแม,D
EXL_1570024989612,92140,ตรัง,เขต,D
EXL_1574850826126,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1572008258841,23000,ตราด,เขตเมืองตราด,A
EXL_1603101382745,10310,กรุงเทพมหานคร,เขตห้วยขวาง,A
EXL_1571926225194,84230,สุราษฎร์ธานี,เขตบ้านตาขุน,D
EXL_1611926910660,10150,กรุงเทพมหานคร,เขตบางบอน,A
EXL_1671801011530,10160,กรุงเทพมหานคร,เขตภาษีเจริญ,B
EXL_1576769454407,22170,จันทบุรี,เขตนายายอาม,A
EXL_1680775835241,73130,นครปฐม,เขตบางเลน,B
EXL_1621332059903,66150,พิจิตร,เขตทับคล้อ,C
EXL_1574947009744,10120,กรุงเทพมหานคร,เขตบางคอแหลม,A
EXL_1690038478539,12160,ปทุมธานี,เขตสามโคก,A
EXL_1596709397197,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1582559752591,20150,ชลบุรี,เขตบางละมุง,A
EXL_1602162022009,45000,ร้อยเอ็ด,เขตเมืองร้อยเอ็ด,A
EXL_1645522231722,86000,ชุมพร,เขตเมืองชุมพร,D
EXL_1595349410908,50110,เชียงใหม่,เขตฝาง,C
EXL_1593778330897,24000,ฉะเชิงเทรา,เขตเมืองฉะเชิงเทรา,A
EXL_1573644946992,21150,ระยอง,เขตเมืองระยอง,A
EXL_1571318100906,39000,หนองบัวลำภู,เขตเมืองหนองบัวลำภู,A
EXL_1592924836571,30000,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1570269946302,57250,เชียงราย,เขตแม่ลาว,C
EXL_1574769539818,41000,อุดรธานี,เขตเมืองอุดรธานี,A
EXL_1571236828554,41250,อุดรธานี,เขตกุดจับ,A
EXL_1591876669524,10510,กรุงเทพมหานคร,เขตคลองสามวา,A
EXL_1667395154847,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1582120960948,12120,ปทุมธานี,เขตคลองหลวง,A
EXL_1597329720050,10140,กรุงเทพมหานคร,เขตทุ่งครุ,A
EXL_1573141126755,41190,อุดรธานี,เขตบ้านดุง,A
EXL_1573049790050,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1640450632029,21140,ระยอง,เขตปลวกแดง,A
EXL_1625843394998,50120,เชียงใหม่,เขตสันป่าตอง,C
EXL_1634833689947,45220,ร้อยเอ็ด,เขตเมืองสรวง,A
EXL_1569940677440,52000,ลำปาง,เขตเมืองลำปาง,C
EXL_1574435294870,10170,กรุงเทพมหานคร,เขตทวีวัฒนา,B
EXL_1574087621031,10250,กรุงเทพมหานคร,เขตสวนหลวง,A
EXL_1640272370085,47130,สกลนคร,เขตพรรณานิคม,A
EXL_1570800899407,73210,นครปฐม,เขตสามพราน,B
EXL_1644495845808,24120,ฉะเชิงเทรา,เขตพนมสารคาม,A
EXL_1570101228429,73000,นครปฐม,เขตเมืองนครปฐม,B
EXL_1593104880033,40210,ขอนแก่น,เขตหนองเรือ,A
EXL_1606487269822,56000,พะเยา,เขตเมืองพะเยา,C
EXL_1572978754434,73000,นครปฐม,เขตเมืองนครปฐม,B
EXL_1572709676583,62120,กำแพงเพชร,เขตคลองขลุง,C
EXL_1615815025910,80110,นครศรีธรรมราช,เขตทุ่งสง,D
EXL_1579103694746,10150,กรุงเทพมหานคร,เขตบางขุนเทียน,A
EXL_1579096937465,84160,สุราษฎร์ธานี,เขตกาญจนดิษฐ์,D
EXL_1576679098064,52160,ลำปาง,เขตเถิน,C
EXL_1571061409662,76130,เพชรบุรี,เขตท่ายาง,B
EXL_1579094501527,84340,สุราษฎร์ธานี,เขตดอนสัก,D
EXL_1683821974620,32170,สุรินทร์,เขตสำโรงทาบ,A
EXL_1576067830416,10530,กรุงเทพมหานคร,เขตหนองจอก,A
EXL_1583595116485,50220,เชียงใหม่,เขตดอยสะเก็ด,C
EXL_1641396069224,57110,เชียงราย,เขตแม่จัน,C
EXL_1579787584038,50160,เชียงใหม่,เขตจอมทอง,C
EXL_1574255447232,10150,กรุงเทพมหานคร,เขตบางขุนเทียน,A
EXL_1580914321179,90000,สงขลา,เขตเมืองสงขลา,D
EXL_1586942735009,11120,นนทบุรี,เขตปากเกร็ด,A
EXL_1595522509132,20150,ชลบุรี,เขตบางละมุง,A
EXL_1617689817879,30190,นครราชสีมา,เขตโชคชัย,A
EXL_1621866955517,10520,กรุงเทพมหานคร,เขตลาดกระบัง,A
EXL_1583182993479,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1571925268688,45120,ร้อยเอ็ด,เขตเสลภูมิ,A
EXL_1571518369825,51000,ลำพูน,เขตเมืองลำพูน,C
EXL_1602862881650,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1574348559270,65120,พิษณุโลก,เขตนครไทย,C
EXL_1572087215878,21180,ระยอง,เขตนิคมพัฒนา,A
EXL_1572953703374,50000,เชียงใหม่,เขตเมืองเชียงใหม่,C
EXL_1581075329979,17000,ชัยนาท,เขตเมืองชัยนาท,A
EXL_1582625688230,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1583749031732,10110,กรุงเทพมหานคร,เขตวัฒนา,A
EXL_1581592610896,50290,เชียงใหม่,เขตสันทราย,C
EXL_1583320525486,93120,พัทลุง,เขตปากพะยูน,D
EXL_1582729833875,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1573215063780,80110,นครศรีธรรมราช,เขตทุ่งสง,D
EXL_1599833024567,12000,ปทุมธานี,เขตเมืองปทุมธานี,A
EXL_1700576759188,55130,น่าน,เขตทุ่งช้าง,C
EXL_1573317555702,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1573645692157,10120,กรุงเทพมหานคร,เขตบางคอแหลม,A
EXL_1582106975375,85120,ระนอง,เขตกะเปอร์,D
EXL_1575040989202,25110,ปราจีนบุรี,เขตกบินทร์บุรี,A
EXL_1666178717874,10110,กรุงเทพมหานคร,เขตคลองเตย,A
EXL_1584109632355,50190,เชียงใหม่,เขตพร้าว,C
EXL_1598017821919,53000,อุตรดิตถ์,เขตเมืองอุตรดิตถ์,C
EXL_1584720907408,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1619107537536,50150,เชียงใหม่,เขตแม่แตง,C
EXL_1695641455950,23000,ตราด,เขตเมืองตราด,A
EXL_1576672923453,60150,นครสวรรค์,เขตลาดยาว,C
EXL_1603383883732,20250,ชลบุรี,เขตสัตหีบ,A
EXL_1574702072867,10550,สมุทรปราการ,เขตบางบ่อ,A
EXL_1576590019682,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1703152777220,,นครปฐม,เขตกำแพงแสน,B
EXL_1599569044745,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1573130398989,46130,กาฬสินธุ์,เขตกมลาไสย,A
EXL_1572354275684,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1580735085232,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1588950389916,86220,ชุมพร,เขตทุ่งตะโก,D
EXL_1573562877889,10540,สมุทรปราการ,เขตบางพลี,A
EXL_1624885994317,12120,ปทุมธานี,เขตคลองหลวง,A
EXL_1570637645203,20230,ชลบุรี,เขตศรีราชา,A
EXL_1589211277708,10310,กรุงเทพมหานคร,เขตห้วยขวาง,A
EXL_1633441964742,20110,ชลบุรี,เขตศรีราชา,A
EXL_1584461883531,40000,ขอนแก่น,เขตเมืองขอนแก่น,A
EXL_1607514141483,84160,สุราษฎร์ธานี,เขตกาญจนดิษฐ์,D
EXL_1574699394456,86140,ชุมพร,เขตท่าแซะ,D
EXL_1592920806211,92150,ตรัง,เขตสิเกา,D
EXL_1686232279625,30190,นครราชสีมา,เขตโชคชัย,A
EXL_1597325667683,33150,ศรีสะเกษ,เขตขุนหาญ,A
EXL_1582558046922,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1580227761097,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1642507716848,10260,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1573485099220,30310,นครราชสีมา,เขตเมืองนครราชสีมา,A
EXL_1634212862490,77110,ประจวบคีรีขันธ์,เขตหัวหิน,B
EXL_1576834410899,25110,ปราจีนบุรี,เขตกบินทร์บุรี,A
EXL_1582202422752,30130,สระบุรี,เขตปากช่อง,A
EXL_1662037417162,22000,จันทบุรี,เขตเมืองจันทบุรี,A
EXL_1580723074534,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1646858210287,10160,กรุงเทพมหานคร,เขตหนองแขม,B
EXL_1597145523833,10150,กรุงเทพมหานคร,เขตบางบอน,A
EXL_1571325714089,82170,พังงา,เขตกะปง,D
EXL_1695222549871,42190,เลย,เขตหนองหิน,A
EXL_1582111702981,82150,พังงา,เขตคุระบุรี,D
EXL_1593776177136,26110,นครนายก,เขตบ้านนา,A
EXL_1572023816047,21140,ระยอง,เขตปลวกแดง,A
EXL_1599896543338,70120,ราชบุรี,เขตโพธาราม,B
EXL_1584463916249,10900,กรุงเทพมหานคร,เขตจตุจักร,A
EXL_1594920585883,57100,เชียงราย,เขตเมืองเชียงราย,C
EXL_1576571765097,20000,ชลบุรี,เขตเมืองชลบุรี,A
EXL_1594131319384,33230,ศรีสะเกษ,เขตพยุห์,A
EXL_1634139836718,56000,พะเยา,เขตเมืองพะเยา,C
EXL_1701254636039,51000,ลำพูน,เขตเมืองลำพูน,C
EXL_1688735338226,18160,สระบุรี,เขตเสาไห้,A
EXL_1646310890193,60240,นครสวรรค์,เขตเมืองนครสวรรค์,C
EXL_1570202786704,67140,เพชรบูรณ์,เขตหนองไผ่,C
EXL_1580907505400,81110,กระบี่,เขตอ่าวลึก,D
EXL_1573140821147,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1684154205077,82140,พังงา,เขตตะกั่วทุ่ง,D
EXL_1573578330825,10230,กรุงเทพมหานคร,เขตคันนายาว,A
EXL_1590744939423,12160,ปทุมธานี,เขตสามโคก,A
EXL_1625312101544,67120,เพชรบูรณ์,เขตหล่มเก่า,C
EXL_1578499668787,42120,เลย,เขตด่านซ้าย,A
EXL_1572695413599,24140,ฉะเชิงเทรา,เขตบ้านโพธิ์,A
EXL_1575990872384,21180,ระยอง,เขตนิคมพัฒนา,A
EXL_1576160503487,10160,กรุงเทพมหานคร,เขตภาษีเจริญ,B
EXL_1683889616223,22160,ระยอง,เขตแกลง,A
EXL_1649506198561,67000,เพชรบูรณ์,เขตเมืองเพชรบูรณ์,C
EXL_1573559462300,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1589474037551,81000,กระบี่,เขตเมืองกระบี่,D
EXL_1687374610155,36130,ชัยภูมิ,เขตจัตุรัส,A
EXL_1570206165763,63110,ตาก,เขตแม่สอด,C
EXL_1584102094481,12150,ปทุมธานี,เขตลำลูกกา,A
EXL_1574077667066,36130,ชัยภูมิ,เขตจัตุรัส,A
EXL_1662301303186,84110,สุราษฎร์ธานี,เขตไชยา,D
EXL_1579245141250,12120,ปทุมธานี,เขตคลองหลวง,A
EXL_1571238331571,20150,ชลบุรี,เขตบางละมุง,A
EXL_1579270479400,10510,กรุงเทพมหานคร,เขตมีนบุรี,A
EXL_1570802561694,77120,ประจวบคีรีขันธ์,เขตปราณบุรี,B
EXL_1573208912473,84000,สุราษฎร์ธานี,เขตเมืองสุราษฎร์ธานี,D
EXL_1571408721883,50320,เชียงใหม่,เขตไชยปราการ,C
EXL_1580742520060,10250,กรุงเทพมหานคร,เขตประเวศ,A
EXL_1571301701284,70160,ราชบุรี,เขตบางแพ,B
EXL_1584360679873,50360,เชียงใหม่,เขตแม่วาง,C
EXL_1673092490229,70160,ราชบุรี,เขตบางแพ,B
EXL_1595345978006,10280,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1579270337665,10140,กรุงเทพมหานคร,เขตทุ่งครุ,A
EXL_1571763419244,10120,กรุงเทพมหานคร,เขตยานนาวา,A
EXL_1691184618332,10310,กรุงเทพมหานคร,เขตห้วยขวาง,A
EXL_1575460268996,72180,สุพรรณบุรี,เขตด่านช้าง,B
EXL_1676478756222,35130,ยโสธร,เขตมหาชนะชัย,A
EXL_1573056237767,80000,นครศรีธรรมราช,เขตเมืองนครศรีธรรมราช,D
EXL_1573229759332,57210,เชียงราย,เขตเวียงชัย,C
EXL_1572522891727,42220,เลย,เขตเอราวัณ,A
EXL_1595070578479,39000,หนองบัวลำภู,เขตเมืองหนองบัวลำภู,A
EXL_1571922907268,64110,สุโขทัย,เขตสวรรคโลก,C
EXL_1662970939646,57260,เชียงราย,เขตเวียงป่าเป้า,C
EXL_1583495651086,20150,ชลบุรี,เขตบางละมุง,A
EXL_1693915595910,13110,พระนครศรีอยุธยา,เขตเสนา,A
EXL_1584026118632,57170,เชียงราย,เขตเวียงป่าเป้า,C
EXL_1573562311435,49000,มุกดาหาร,เขตเมืองมุกดาหาร,A
EXL_1584369790102,51110,ลำพูน,เขตลี้,C
EXL_1570455522626,10250,กรุงเทพมหานคร,เขตสวนหลวง,A
EXL_1570718650114,41250,อุดรธานี,เขตกุดจับ,A
EXL_1576685873373,34340,อุบลราชธานี,เขตโพธิ์ไทร,A
EXL_1634904512007,10230,กรุงเทพมหานคร,เขตลาดพร้าว,A
EXL_1581174740217,55120,น่าน,เขตปัว,C
EXL_1617372678688,10310,กรุงเทพมหานคร,เขตวังทองหลาง,A
EXL_1572361642265,20250,ชลบุรี,เขตสัตหีบ,A
EXL_1573480000990,10120,กรุงเทพมหานคร,เขตสาทร,A
EXL_1573903024232,72000,สุพรรณบุรี,เขตเมืองสุพรรณบุรี,B
EXL_1576161323328,20230,ชลบุรี,เขตศรีราชา,A
EXL_1679070608912,57210,เชียงราย,เขตเวียงชัย,C
EXL_1602256915353,93110,พัทลุง,เขตควนขนุน,D
EXL_1574180337130,10220,กรุงเทพมหานคร,เขตบางเขน,A
EXL_1608738468506,54000,แพร่,เขตเมืองแพร่,C
EXL_1574853299462,10270,สมุทรปราการ,เขตเมืองสมุทรปราการ,A
EXL_1571396102766,51000,ลำพูน,เขตเมืองลำพูน,C
EXL_1602848101653,67000,เพชรบูรณ์,เขตเมืองเพชรบูรณ์,C
EXL_1585133706487,11110,นนทบุรี,เขตบางบัวทอง,A
EXL_1680780121746,73130,นครปฐม,เขตบางเลน,B
EXL_1570719177065,73000,นครปฐม,เขตเมืองนครปฐม,B
EXL_1694685410503,11100,นนทบุรี,เขต,A
